"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"302956";2214765;0.49;"B";7;3;56;53;2;"D";82;13
"302968";2214777;0.49;"C";7;9;38;50;5;"D";93;13
"302989";2214798;0.49;"C";6;11;40;95;2;"D";91;1
"302994";2214803;0.49;"D";5;10;48;64;1;"D";91;8
"303001";2214810;0.25;"E";7;1;36;64;6;"E";72;8
"303017";2214826;0.49;"D";8;1;50;62;2;"D";91;13
"303046";2214855;0.49;"B";7;2;54;50;1;"D";73;13
"303052";2214861;0.49;"C";10;17;29;72;10;"E";72;6
"303068";2214877;0.49;"E";5;6;47;50;2;"E";93;13
"303075";2214884;0.49;"D";7;15;47;50;2;"E";31;13
"303087";2214896;0.49;"E";4;11;73;50;2;"D";73;13
"303091";2214900;0.49;"C";13;9;33;50;11;"E";31;13
"303094";2214903;0.49;"D";10;3;36;59;3;"D";93;13
"303096";2214905;0.49;"E";4;13;50;50;1;"E";24;13
"303114";2214923;0.49;"B";6;2;46;64;2;"D";73;8
"303126";2214935;0.49;"D";6;3;40;50;2;"D";93;13
"303142";2214951;0.49;"D";13;23;40;50;10;"D";91;13
"303145";2214954;0.49;"E";4;11;51;50;3;"D";11;13
"303165";2214974;0.49;"E";6;12;39;81;1;"D";93;3
"303186";2214995;0.49;"D";6;16;37;51;13;"E";82;12
"303201";2215010;0.49;"D";7;8;36;60;1;"E";24;9
"303239";2215048;0.49;"E";7;12;31;62;2;"E";11;13
"303265";2215074;0.49;"E";5;1;58;50;5;"E";93;13
"303282";2215091;0.49;"E";6;8;62;51;2;"D";72;12
"303302";2215111;0.49;"E";5;1;70;50;2;"E";23;13
"303316";2215125;0.49;"C";7;4;47;67;1;"D";82;7
"303319";2215128;0.49;"D";6;1;38;59;1;"D";82;13
"303326";2215135;0.49;"A";4;23;32;50;1;"E";91;13
"303328";2215137;0.49;"D";4;13;35;76;2;"E";82;5
"303352";2215161;0.49;"D";7;1;29;68;2;"E";93;7
"303363";2215172;0.49;"B";7;2;27;60;11;"D";82;9
"303408";2215217;0.49;"C";6;13;41;50;1;"D";93;13
"303410";2215219;0.49;"B";7;12;31;64;3;"D";31;8
"303420";2215229;0.49;"C";6;4;35;50;1;"D";73;13
"303433";2215242;0.49;"D";7;1;40;76;2;"E";82;5
"303446";2215255;0.49;"E";5;7;65;50;5;"D";82;13
"303454";2215263;0.49;"C";12;13;31;60;10;"D";93;9
"303472";2215281;0.49;"C";4;13;24;68;1;"D";91;7
"303482";2215291;0.49;"D";6;7;46;68;2;"D";93;7
"303491";2215300;0.49;"C";6;19;46;57;4;"E";72;10
"303494";2215303;0.49;"C";11;11;37;60;1;"D";91;9
"303511";2215320;0.49;"D";8;0;55;50;6;"E";91;13
"303513";2215322;0.49;"D";5;0;78;50;1;"E";91;13
"303522";2215331;0.49;"D";4;14;74;50;2;"E";91;13
"303554";2215363;0.49;"E";4;1;64;50;2;"E";11;13
"303579";2215388;0.49;"C";7;1;47;52;4;"D";82;13
"303586";2215395;0.49;"D";4;1;69;50;2;"E";31;13
"303592";2215401;0.49;"E";5;1;50;62;2;"E";31;13
"303628";2215437;0.49;"A";7;4;42;50;5;"D";93;13
"303634";2215443;0.49;"C";4;20;46;50;1;"E";24;13
"303635";2215444;0.49;"E";8;12;58;50;1;"E";52;13
"303640";2215449;0.49;"D";6;16;45;50;6;"E";24;13
"303647";2215456;0.49;"D";9;2;42;50;2;"E";93;13
"303667";2215476;0.49;"D";6;11;36;50;2;"D";31;13
"303673";2215482;0.49;"E";5;8;42;51;4;"E";93;12
"303675";2215484;0.49;"F";6;13;55;50;14;"E";11;13
"303714";2215523;0.49;"D";5;14;41;50;2;"E";93;13
"303725";2215534;0.49;"D";9;18;45;71;1;"E";73;6
"303726";2215535;0.49;"C";6;8;44;50;2;"D";91;13
"303744";2215553;0.49;"D";6;6;48;50;1;"D";91;13
"303752";2215561;0.49;"E";4;15;44;50;1;"E";93;13
"303760";2215569;0.49;"D";7;6;64;50;2;"D";73;13
"303763";2215572;0.25;"D";4;4;57;50;2;"E";93;13
"303779";2215588;0.49;"D";6;9;35;50;1;"D";11;13
"303807";2215616;0.49;"C";7;6;66;50;2;"E";93;13
"303822";2215631;0.49;"C";6;9;42;67;5;"E";72;7
"303833";2215642;0.49;"D";8;14;35;50;13;"D";91;13
"303862";2215671;0.49;"D";9;12;29;76;1;"E";93;5
"303893";2215702;0.49;"D";5;11;36;50;2;"D";43;13
"303903";2215712;0.49;"E";6;2;47;50;1;"D";93;13
"303911";2215720;0.49;"E";6;9;44;50;12;"E";93;13
"303926";2215735;0.49;"E";9;14;39;85;1;"E";24;3
"303933";2215742;0.49;"E";7;16;36;70;1;"E";31;6
"303941";2215750;0.49;"D";12;15;38;50;13;"E";11;13
"303944";2215753;0.49;"A";6;17;56;50;1;"E";24;13
"303985";2215794;0.49;"D";4;3;55;57;6;"E";93;10
"303990";2215799;0.49;"B";6;16;52;64;1;"D";73;8
"303992";2215801;0.49;"C";6;13;37;68;6;"D";24;7
"304004";2215813;0.49;"C";4;13;32;85;1;"E";91;3
"304033";2215842;0.49;"C";7;5;37;64;4;"D";91;8
"304050";2215859;0.49;"D";5;8;66;56;1;"D";93;13
"304093";2215902;0.49;"D";7;1;56;50;11;"E";72;13
"304117";2215926;0.49;"E";8;16;54;72;14;"D";11;6
"304126";2215935;0.49;"E";6;5;23;95;1;"D";24;1
"304128";2215937;0.49;"E";6;10;61;50;3;"D";93;13
"304129";2215938;0.49;"E";7;17;47;50;2;"E";93;13
"304135";2215944;0.49;"D";7;7;53;72;4;"E";91;6
"304178";2215987;0.49;"E";9;3;27;76;1;"D";73;5
"304180";2215989;0.49;"D";6;2;32;59;4;"D";82;13
"304181";2215990;0.49;"B";5;5;26;76;3;"D";82;5
"304202";2216011;0.36;"C";6;13;32;64;1;"D";93;8
"304203";2216012;0.58;"D";5;16;66;50;1;"E";93;13
"304217";2216026;0.33;"C";5;3;32;68;3;"E";91;7
"304218";2216027;0.25;"B";5;14;38;82;2;"E";82;3
"304228";2216037;0.5;"E";4;15;40;85;1;"E";93;3
"304230";2216039;0.32;"E";5;14;53;106;1;"D";93;-1
"304236";2216045;0.15;"D";10;18;42;50;2;"D";93;13
"304245";2216054;0.23;"D";11;19;30;58;11;"E";31;13
"304265";2216074;0.31;"E";7;12;49;60;1;"E";93;9
"304288";2216097;0.65;"D";5;0;42;50;2;"D";91;13
"304302";2216111;0.55;"D";8;4;42;62;3;"E";93;13
"304310";2216119;0.56;"D";6;17;40;54;1;"D";93;11
"304319";2216128;0.25;"C";7;5;38;50;1;"D";54;13
"304342";2216151;0.31;"A";7;0;40;50;3;"D";91;13
"304355";2216164;0.56;"D";7;7;48;50;2;"D";31;13
"304364";2216173;0.66;"D";5;3;52;50;1;"E";82;13
"304369";2216178;0.36;"C";9;12;62;50;2;"E";91;13
"304378";2216187;0.49;"C";5;10;45;50;2;"D";91;13
"304381";2216190;0.47;"E";11;15;44;50;1;"E";82;13
"304392";2216201;0.13;"E";14;9;68;50;10;"D";26;13
"304395";2216204;0.51;"F";14;4;31;50;13;"E";11;13
"304403";2216212;0.27;"D";5;6;34;60;2;"E";93;9
"304407";2216216;0.33;"D";7;10;25;85;1;"E";24;3
"304408";2216217;0.22;"A";9;0;50;50;12;"E";91;13
"304442";2216251;0.33;"C";9;12;27;64;10;"D";73;8
"304464";2216273;0.46;"E";8;14;39;85;6;"D";93;3
"304478";2216287;0.21;"E";8;0;44;50;6;"D";93;13
"304488";2216297;0.59;"C";6;6;30;57;2;"D";91;10
"304496";2216305;0.68;"D";10;2;33;50;3;"D";93;13
"304497";2216306;0.67;"A";8;12;40;50;5;"E";41;13
"304504";2216313;0.2;"D";6;6;53;50;2;"D";93;13
"304520";2216329;0.59;"C";6;0;62;50;2;"D";91;13
"304531";2216340;0.59;"C";4;0;44;50;1;"D";82;13
"304533";2216342;0.32;"C";5;4;33;80;1;"D";52;4
"304542";2216351;0.43;"E";6;7;29;76;2;"D";52;5
"304566";2216375;0.65;"C";6;3;34;50;10;"D";91;13
"304580";2216389;0.58;"A";6;15;41;70;1;"E";91;6
"304587";2216396;0.26;"C";6;5;48;100;2;"D";93;0
"304624";2216433;0.33;"E";13;0;50;69;10;"D";11;6
"304635";2216444;0.19;"E";5;1;54;50;1;"E";11;13
"304647";2216456;0.6;"C";11;16;53;51;12;"D";82;12
"304650";2216459;0.44;"D";5;16;30;80;3;"D";93;4
"304652";2216461;0.44;"E";7;0;49;50;13;"E";91;13
"304661";2216470;0.59;"E";11;1;39;50;12;"D";72;13
"304664";2216473;0.24;"B";4;15;18;100;2;"E";24;0
"304679";2216488;0.53;"E";6;0;54;50;1;"E";24;13
"304683";2216492;0.86;"C";10;21;54;76;10;"D";91;5
"304691";2216500;0.5;"C";7;2;35;50;1;"D";31;13
"304716";2216525;0.57;"E";8;13;42;76;1;"D";93;5
"304730";2216539;0.81;"E";9;0;38;50;2;"E";93;13
"304754";2216563;0.52;"B";6;4;40;50;2;"D";91;13
"304756";2216565;0.43;"A";7;0;62;50;4;"D";24;13
"304775";2216584;0.24;"E";7;6;56;50;2;"E";93;13
"304780";2216589;0.49;"E";6;12;73;50;1;"D";93;13
"304795";2216604;0.54;"A";7;15;33;50;2;"E";82;13
"304801";2216610;0.11;"E";5;2;71;50;1;"D";73;13
"304804";2216613;0.5;"C";7;1;28;59;2;"D";93;13
"304806";2216615;0.27;"C";4;4;38;60;1;"E";23;9
"304810";2216619;0.33;"C";7;7;42;50;1;"D";72;13
"304820";2216629;0.18;"E";6;7;38;72;5;"D";11;6
"304822";2216631;0.21;"E";7;9;63;50;2;"E";82;13
"304838";2216647;0.64;"E";4;14;35;50;1;"D";93;13
"304848";2216657;0.53;"E";9;4;57;50;2;"E";82;13
"304863";2216672;0.08;"E";4;0;35;50;1;"D";73;13
"304871";2216680;0.08;"F";7;5;54;50;2;"E";11;13
"304894";2216703;0.08;"C";6;9;28;72;2;"D";91;6
"304920";2216729;0.08;"B";5;6;52;55;1;"E";31;13
"304924";2216733;0.08;"B";6;12;38;60;2;"D";82;9
"304934";2216743;0.08;"C";5;4;34;50;4;"D";93;13
"304944";2216753;0.08;"E";7;10;45;54;1;"E";82;11
"304955";2216764;0.08;"D";7;6;38;62;5;"D";91;13
"304958";2216767;0.08;"E";6;2;31;60;2;"E";31;9
"304985";2216794;0.08;"D";6;3;34;68;1;"E";91;7
"304987";2216796;0.08;"E";7;10;37;95;4;"D";52;1
"304989";2216798;0.08;"D";13;12;34;57;11;"E";93;10
"305007";2216816;0.08;"D";10;2;41;50;11;"D";52;13
"305029";2216838;0.08;"C";5;3;38;53;5;"E";91;13
"305030";2216839;0.08;"C";10;3;27;80;12;"D";24;4
"305036";2216845;0.08;"C";6;3;47;55;2;"D";91;13
"305057";2216866;0.08;"A";6;3;44;50;2;"D";72;13
"305094";2216903;0.08;"D";6;12;47;95;1;"D";31;1
"305099";2216908;0.08;"E";10;5;43;54;1;"E";11;11
"305145";2216954;0.08;"E";6;0;59;50;1;"E";82;13
"305152";2216961;0.08;"E";5;12;32;54;4;"D";73;11
"305181";2216990;0.08;"E";6;7;33;64;2;"D";11;8
"305189";2216998;0.08;"E";7;1;42;51;3;"E";26;12
"305226";2217035;0.08;"B";4;8;69;50;2;"D";91;13
"305231";2217040;0.22;"E";4;1;28;60;14;"E";11;9
"305253";2217062;0.08;"E";6;11;30;76;1;"D";52;5
"305254";2217063;0.08;"C";7;14;37;51;5;"E";31;12
"305285";2217094;0.08;"E";7;1;54;50;2;"E";82;13
"305287";2217096;0.08;"D";9;6;36;69;2;"E";31;6
"305296";2217105;0.08;"E";5;11;49;50;1;"E";93;13
"305301";2217110;0.08;"E";4;3;57;50;12;"E";23;13
"305316";2217125;0.08;"E";5;17;50;50;1;"E";52;13
"305350";2217159;0.08;"D";5;3;44;50;5;"E";91;13
"305393";2217202;0.08;"E";5;3;34;50;4;"D";24;13
"305404";2217213;0.08;"D";7;19;40;68;2;"D";72;7
"305433";2217242;0.08;"C";5;5;28;76;1;"D";93;5
"305441";2217250;0.08;"C";5;14;79;50;2;"D";93;13
"305446";2217255;0.08;"A";10;1;31;54;1;"D";22;11
"305470";2217279;0.08;"C";7;5;55;50;2;"D";31;13
"305499";2217308;0.08;"C";6;8;31;68;2;"D";31;7
"305530";2217339;0.08;"E";6;12;42;50;6;"E";52;13
"305548";2217357;0.08;"E";7;4;33;50;4;"E";91;13
"305569";2217378;0.08;"E";11;9;52;50;2;"E";52;13
"305571";2217380;0.08;"C";5;10;55;50;3;"D";52;13
"305577";2217386;0.08;"D";7;0;54;50;3;"D";11;13
"305599";2217408;0.08;"D";5;0;72;50;3;"E";93;13
"305605";2217414;0.08;"C";4;0;71;50;4;"D";53;13
"305614";2217423;0.08;"C";6;1;53;50;2;"D";31;13
"305632";2217441;0.08;"D";9;1;58;50;12;"E";91;13
"305637";2217446;0.08;"E";5;4;48;50;1;"D";73;13
"305638";2217447;0.08;"E";7;3;48;50;2;"D";73;13
"305650";2217459;0.08;"C";5;0;51;50;1;"D";23;13
"305653";2217462;0.08;"D";4;1;45;65;12;"E";54;7
"305681";2217490;0.08;"D";4;9;44;50;2;"E";93;13
"305682";2217491;0.08;"C";7;3;50;56;12;"E";11;13
"305712";2217521;0.08;"D";7;7;51;50;2;"E";31;13
"305714";2217523;0.08;"E";8;21;52;50;13;"E";24;13
"305720";2217529;0.08;"D";6;4;55;50;1;"D";23;13
"305728";2217537;0.08;"E";7;8;85;50;5;"E";26;13
"305730";2217539;0.08;"A";4;1;59;81;6;"E";82;3
"305750";2217559;0.08;"E";4;7;45;85;2;"E";26;3
"305765";2217574;0.08;"F";5;4;72;72;2;"E";11;6
"305768";2217577;0.08;"E";9;7;56;50;4;"E";82;13
"305787";2217596;0.08;"E";7;1;69;50;10;"D";52;13
"305792";2217601;0.08;"D";6;6;44;50;1;"D";93;13
"305801";2217610;0.08;"E";5;5;38;50;3;"D";31;13
"305804";2217613;0.08;"E";4;14;41;50;5;"E";23;13
"305892";2217701;0.08;"C";7;14;29;54;2;"E";31;11
"305904";2217713;0.08;"A";4;19;29;56;1;"E";52;13
"305910";2217719;0.08;"C";7;8;28;80;13;"D";91;4
"305919";2217728;0.08;"B";6;13;35;80;1;"D";52;4
"305924";2217733;0.08;"E";7;4;32;80;6;"D";11;4
"305927";2217736;0.08;"E";7;1;37;50;4;"D";52;13
"305999";2217808;0.08;"D";7;3;47;50;1;"E";93;13
"306000";2217809;0.08;"D";5;3;27;68;4;"D";31;7
"306004";2217813;0.08;"E";5;6;51;50;3;"D";26;13
"306008";2217817;0.08;"E";5;15;34;76;2;"D";26;5
"306072";2217881;0.08;"E";13;12;35;51;11;"E";23;12
"306073";2217882;0.08;"C";4;22;52;64;2;"E";91;8
"306089";2217898;0.08;"C";6;6;39;66;13;"D";31;7
"306099";2217908;0.08;"C";4;12;46;72;4;"D";93;6
"306105";2217914;0.08;"D";7;11;46;50;2;"D";52;13
"306113";2217922;0.08;"D";7;0;54;50;4;"E";93;13
"306126";2217935;0.08;"D";5;13;29;68;2;"E";72;7
"306152";2217961;0.08;"E";6;9;42;50;1;"E";93;13
"306156";2217965;0.08;"C";5;1;55;50;2;"D";72;13
"306191";2218000;0.08;"D";6;6;28;80;2;"E";52;4
"306215";2218024;0.08;"B";5;10;37;50;1;"D";73;13
"306219";2218028;0.08;"D";5;10;30;68;3;"D";24;7
"306227";2218036;0.08;"C";6;9;20;95;1;"D";72;1
"306246";2218055;0.08;"C";6;7;52;90;1;"E";72;2
"306247";2218056;0.08;"D";5;9;36;50;1;"E";11;13
"306254";2218063;0.08;"E";5;1;28;50;2;"D";31;13
"306260";2218069;0.08;"D";13;10;43;85;11;"E";72;3
"306290";2218099;0.08;"C";6;3;28;80;12;"D";24;4
"306295";2218104;0.08;"E";5;1;29;57;1;"E";11;10
"306300";2218109;0.08;"C";5;15;33;60;2;"D";93;9
"306316";2218125;0.08;"E";6;12;45;50;1;"D";24;13
"306328";2218137;0.08;"C";11;10;50;50;2;"E";91;13
"306341";2218150;0.08;"D";5;4;33;76;2;"E";72;5
"306352";2218161;0.08;"C";10;4;46;50;12;"D";93;13
"306355";2218164;0.08;"F";7;6;44;68;6;"E";11;7
"306369";2218178;0.08;"D";7;15;54;50;11;"E";93;13
"306385";2218194;0.08;"E";4;4;43;60;2;"E";93;9
"306391";2218200;0.08;"D";9;4;28;64;2;"E";91;8
"306413";2218222;0.08;"D";5;11;30;64;1;"E";52;8
"306419";2218228;0.08;"D";7;12;49;50;3;"D";91;13
"306436";2218245;0.08;"E";5;0;48;50;3;"E";31;13
"306443";2218252;0.08;"E";8;3;30;68;2;"E";82;7
"306449";2218258;0.08;"C";6;8;41;72;1;"D";91;6
"306466";2218275;0.08;"C";7;14;46;50;6;"D";91;13
"306478";2218287;0.08;"C";5;1;63;80;1;"E";72;4
"306493";2218302;0.08;"E";5;6;24;85;1;"E";91;3
"306502";2218311;0.08;"E";8;0;35;50;11;"D";93;13
"306528";2218337;0.08;"C";6;1;46;50;6;"D";93;13
"306537";2218346;0.08;"E";11;15;59;50;10;"D";26;13
"306556";2218365;0.08;"E";6;10;31;95;1;"D";52;1
"306573";2218382;0.08;"C";5;9;50;50;3;"D";91;13
"306575";2218384;0.08;"C";6;4;32;80;2;"D";31;4
"306579";2218388;0.08;"C";8;1;51;50;2;"D";52;13
"306581";2218390;0.08;"D";8;15;38;60;10;"D";82;9
"306584";2218393;0.08;"D";4;16;58;50;1;"E";74;13
"306591";2218400;0.08;"D";6;1;42;60;2;"E";23;9
"306603";2218412;0.08;"A";5;11;60;72;2;"E";73;6
"306614";2218423;0.08;"C";5;4;29;57;4;"D";31;10
"306631";2218440;0.08;"C";4;13;20;95;2;"E";52;1
"306639";2218448;0.08;"E";10;9;36;68;5;"D";93;7
"306646";2218455;0.08;"E";6;2;34;67;4;"D";24;7
"306649";2218458;0.08;"B";7;3;40;76;4;"E";72;5
"306654";2218463;0.08;"C";7;7;37;51;4;"E";91;12
"306667";2218476;0.08;"E";7;1;62;60;2;"E";23;9
"306677";2218486;0.08;"D";8;16;33;50;2;"E";93;13
"306684";2218493;0.08;"C";5;5;47;50;1;"E";91;13
"306688";2218497;0.08;"D";5;4;66;50;6;"E";93;13
"306691";2218500;0.08;"E";8;0;45;50;3;"E";11;13
"306714";2218523;0.08;"D";11;18;28;59;10;"D";93;13
"306717";2218526;0.08;"C";6;11;27;64;1;"D";93;8
"306721";2218530;0.08;"E";6;2;39;50;1;"D";31;13
"306723";2218532;0.08;"C";9;15;36;50;1;"E";82;13
"306724";2218533;0.08;"C";8;19;36;50;1;"D";82;13
"306727";2218536;0.08;"B";6;7;28;80;2;"D";91;4
"306746";2218555;0.08;"C";5;10;36;50;2;"D";22;13
"306748";2218557;0.08;"F";4;10;45;50;2;"E";11;13
"306761";2218570;0.08;"C";7;5;34;50;12;"E";31;13
"306782";2218591;0.08;"E";7;1;27;85;13;"E";93;3
"306791";2218600;0.08;"E";5;7;29;68;5;"D";72;7
"306798";2218607;0.08;"B";6;9;27;60;2;"E";91;9
"306801";2218610;0.08;"C";14;8;58;50;10;"D";52;13
"306853";2218662;0.08;"D";10;18;49;50;10;"E";73;13
"306862";2218671;0.08;"E";9;11;32;68;2;"E";82;7
"306866";2218675;0.08;"C";6;2;29;60;1;"D";24;9
"306872";2218681;0.08;"E";9;17;32;64;12;"E";23;8
"306895";2218704;0.08;"E";10;1;44;50;12;"E";23;13
"306916";2218725;0.08;"D";6;9;32;85;2;"D";93;3
"306939";2218748;0.08;"D";5;6;47;50;1;"E";91;13
"306946";2218755;0.08;"E";4;16;33;68;1;"E";23;7
"306950";2218759;0.08;"C";4;4;54;50;1;"E";93;13
"306980";2218789;0.08;"C";7;6;48;50;1;"E";91;13
"307000";2218809;0.08;"E";6;10;39;80;13;"E";82;4
"307039";2218848;0.08;"E";4;2;28;80;3;"D";93;4
"307049";2218858;0.08;"E";5;10;30;57;5;"D";23;10
"307055";2218864;0.08;"B";6;7;35;68;13;"D";73;7
"307063";2218872;0.08;"D";7;8;28;72;11;"D";31;6
"307069";2218878;0.08;"E";5;11;45;90;1;"E";82;2
"307071";2218880;0.08;"E";6;13;27;68;2;"D";82;7
"307084";2218893;0.08;"E";7;1;28;64;4;"D";11;8
"307092";2218901;0.08;"F";5;2;62;50;1;"E";11;13
"307093";2218902;0.08;"E";6;2;25;61;10;"D";93;13
"307094";2218903;0.08;"D";5;4;55;58;2;"E";93;13
"307101";2218910;0.08;"D";5;2;30;68;3;"D";91;7
"307107";2218916;0.08;"A";7;13;20;100;2;"E";26;0
"307112";2218921;0.08;"E";4;7;44;95;13;"E";24;1
"307128";2218937;0.08;"C";7;20;49;50;1;"E";72;13
"307143";2218952;0.08;"C";7;12;27;76;1;"E";72;5
"307151";2218960;0.08;"C";7;4;41;50;1;"E";73;13
"307153";2218962;0.08;"E";4;12;55;85;2;"E";23;3
"307161";2218970;0.08;"D";15;9;37;72;4;"E";73;6
"307188";2218997;0.08;"A";6;8;35;50;2;"D";73;13
"307191";2219000;0.08;"E";6;9;43;76;3;"D";31;5
"307192";2219001;0.08;"E";6;15;43;76;1;"E";31;5
"307204";2219013;0.08;"C";5;2;28;85;1;"D";11;3
"307223";2219032;0.08;"E";6;9;34;60;3;"D";23;9
"307244";2219053;0.08;"D";6;5;26;72;1;"D";93;6
"307251";2219060;0.08;"E";6;7;29;80;3;"D";93;4
"307257";2219066;0.08;"E";6;9;32;68;2;"D";52;7
"307265";2219074;0.08;"E";7;16;27;73;2;"E";31;5
"307267";2219076;0.08;"E";6;1;29;77;4;"D";82;4
"307272";2219081;0.08;"D";5;4;32;51;1;"D";93;12
"307281";2219090;0.08;"C";9;1;31;51;1;"D";24;12
"307289";2219098;0.08;"D";5;2;46;50;3;"D";24;13
"307291";2219100;0.08;"D";10;1;46;50;12;"E";23;13
"307297";2219106;0.08;"C";6;8;53;50;1;"D";91;13
"307317";2219126;0.08;"E";5;0;70;50;12;"E";11;13
"307339";2219148;0.08;"E";5;15;46;50;2;"D";72;13
"307358";2219167;0.08;"B";8;16;29;76;14;"D";22;5
"307362";2219171;0.08;"D";14;15;43;50;1;"E";82;13
"307383";2219192;0.08;"C";10;4;67;50;12;"E";91;13
"307391";2219200;0.08;"C";10;8;66;50;10;"E";93;13
"307428";2219237;0.08;"E";9;7;53;50;1;"E";31;13
"307434";2219243;0.08;"E";11;13;38;50;13;"E";23;13
"307437";2219246;0.08;"D";7;9;42;68;2;"D";31;7
"307441";2219250;0.08;"D";5;7;33;76;6;"E";82;5
"307457";2219266;0.08;"E";6;4;36;54;1;"D";11;11
"307470";2219279;0.08;"C";7;8;44;50;13;"D";41;13
"307475";2219284;0.08;"C";7;6;45;50;13;"E";93;13
"307483";2219292;0.08;"A";9;11;46;76;2;"E";24;5
"307498";2219307;0.08;"D";7;5;43;50;2;"D";24;13
"307511";2219320;0.08;"E";4;9;47;50;6;"E";23;13
"307526";2219335;0.08;"E";6;0;52;64;2;"D";11;8
"307546";2219355;0.08;"E";7;12;52;50;2;"E";11;13
"307590";2219399;0.08;"C";5;19;49;50;2;"D";24;13
"307599";2219408;0.08;"C";8;12;36;60;6;"E";93;9
"307608";2219417;0.08;"E";9;0;35;64;2;"E";23;8
"307613";2219422;0.08;"E";7;0;47;50;3;"E";11;13
"307640";2219449;0.08;"E";5;3;32;68;5;"D";93;7
"307643";2219452;0.08;"E";6;2;36;57;5;"E";93;10
"307648";2219457;0.08;"E";7;13;45;57;2;"D";24;10
"307655";2219464;0.08;"C";6;11;49;54;1;"D";23;11
"307673";2219482;0.08;"C";10;5;50;50;3;"D";82;13
"307690";2219499;0.08;"C";7;27;34;50;1;"E";23;13
"307694";2219503;0.08;"D";4;17;24;100;4;"E";93;0
"307695";2219504;0.08;"B";6;5;37;80;12;"D";93;4
"307727";2219536;0.08;"E";7;2;38;68;1;"E";11;7
"307739";2219548;0.08;"A";9;13;39;50;2;"E";53;13
"307741";2219550;0.08;"E";7;0;66;62;1;"D";11;13
"307748";2219557;0.08;"C";6;5;36;53;3;"D";73;13
"307775";2219584;0.08;"E";4;12;27;85;1;"E";93;3
"307799";2219608;0.08;"C";5;3;27;64;2;"D";73;8
"307807";2219616;0.08;"A";6;6;38;67;1;"D";82;7
"307822";2219631;0.08;"D";10;7;41;50;14;"E";82;13
"307848";2219657;0.08;"E";6;0;39;54;1;"D";31;11
"307902";2219711;0.08;"D";4;11;44;85;2;"E";91;3
"307909";2219718;0.08;"E";6;14;44;50;1;"E";72;13
"307938";2219747;0.08;"E";6;12;51;76;5;"E";93;5
"307941";2219750;0.08;"D";7;6;30;95;4;"E";11;1
"307949";2219758;0.08;"E";6;0;50;50;3;"D";73;13
"307954";2219763;0.08;"D";8;12;32;51;14;"D";72;12
"307961";2219770;0.08;"B";5;11;25;76;1;"E";83;5
"308014";2219823;0.08;"E";7;15;38;72;2;"E";24;6
"308022";2219831;0.08;"E";6;17;47;64;2;"D";72;8
"308023";2219832;0.08;"E";5;1;47;56;2;"D";93;13
"308038";2219847;0.08;"E";4;18;29;80;1;"E";93;4
"308044";2219853;0.08;"C";5;7;32;50;2;"D";93;13
"308063";2219872;0.08;"E";12;13;33;72;10;"D";73;6
"308082";2219891;0.08;"C";5;4;34;64;4;"D";91;8
"308088";2219897;0.08;"D";6;17;29;72;3;"E";31;6
"308104";2219913;0.08;"B";7;3;44;63;6;"D";91;13
"308121";2219930;0.08;"A";4;10;32;64;2;"E";24;8
"308127";2219936;0.08;"A";8;9;31;60;10;"D";11;9
"308133";2219942;0.08;"C";7;12;38;50;2;"D";91;13
"308152";2219961;0.08;"E";5;6;41;50;3;"D";31;13
"308153";2219962;0.08;"E";4;10;41;50;2;"E";31;13
"308170";2219979;0.08;"E";5;13;67;64;2;"D";24;8
"308180";2219989;0.08;"C";7;0;31;68;10;"D";91;7
"308186";2219995;0.08;"B";9;2;58;50;12;"D";91;13
"308191";2220000;0.08;"A";6;6;44;64;2;"D";21;8
"308193";2220002;0.08;"E";14;16;40;50;6;"E";11;13
"308209";2220018;0.08;"E";6;19;48;72;1;"E";82;6
"308213";2220022;0.08;"C";6;8;61;76;1;"D";91;5
"308224";2220033;0.4;"B";11;12;30;76;1;"D";73;5
"308234";2220043;0.21;"E";4;14;32;68;6;"E";52;7
"308282";2220091;0.95;"A";8;5;48;50;6;"D";11;13
"308298";2220107;0.26;"C";5;6;36;77;1;"D";52;4
"308309";2220118;0.45;"C";6;11;48;50;2;"D";31;13
"308319";2220128;0.22;"E";8;0;44;50;4;"D";23;13
"308380";2220189;0.49;"C";5;13;71;50;2;"D";72;13
"308386";2220195;0.33;"E";5;13;48;50;1;"E";93;13
"308391";2220200;0.74;"D";8;27;41;50;2;"E";93;13
"308423";2220232;0.53;"E";5;4;57;50;2;"E";93;13
"308424";2220233;0.58;"B";6;2;45;50;1;"D";82;13
"308431";2220240;0.27;"C";4;3;36;57;2;"D";93;10
"308433";2220242;0.49;"D";9;2;42;50;2;"E";93;13
"308493";2220302;0.84;"E";6;2;64;85;2;"D";93;3
"308500";2220309;0.49;"E";14;8;32;80;10;"E";93;4
"308541";2220350;0.33;"C";12;0;37;51;11;"D";82;12
"308568";2220378;0.48;"E";6;17;50;95;10;"D";93;1
"308590";2220400;0.23;"E";4;12;26;85;3;"E";93;3
"308601";2220411;0.48;"D";7;0;55;50;6;"E";93;13
"308613";2220423;0.25;"E";6;3;33;50;3;"D";82;13
"308621";2220431;0.28;"E";6;2;34;57;1;"E";93;10
"308630";2220440;0.53;"E";6;11;31;54;14;"E";93;11
"308634";2220444;0.48;"C";7;0;51;50;1;"D";22;13
