"no";"nocontrat";"garantie";"cout"
"47980";47980;1040175;"4BG";233.54
"47986";47986;60464;"2DO";1131.4
"48003";48003;1091193;"1RC";1128
"48004";48004;1091193;"2DO";108.3
"48005";48005;1091193;"5CO";116.78
"48042";48042;60464;"1RC";157.9
"48092";48092;1034147;"2DO";724.83
"48109";48109;1076715;"1RC";1128
"48110";48110;1076723;"4BG";135.66
"48144";48144;1121353;"1RC";323.13
"48150";48150;1119630;"1RC";0
"48151";48151;1119630;"2DO";2362.98
"48160";48160;1069156;"1RC";-710.86
"48170";48170;1069156;"2DO";121.57
"48199";48199;1123381;"1RC";1128.12
"48211";48211;1068854;"1RC";1524.49
"48216";48216;1099964;"2DO";152.45
"48217";48217;1099964;"3VI";2663.68
"48224";48224;1116433;"1RC";2.63
"48255";48255;1069111;"3VI";4771.29
"48261";48261;1108335;"1RC";-657.34
"48269";48269;1119630;"1RC";1128.12
"48270";48270;1119630;"2DO";0
"48289";48289;1116433;"1RC";1358
"48314";48314;1112703;"2DO";212.4
"48315";48315;1112703;"3VI";1708.22
"48332";48332;1124405;"1RC";1128.12
"48336";48336;1099905;"1RC";-735.84
"48337";48337;1175441;"2DO";364.12
"48345";48345;1119503;"1RC";8750.45
"48346";48346;1119503;"2DO";1189.1
"48366";48366;1116379;"1RC";0
"48385";48385;153933;"1RC";1128.12
"48396";48396;153933;"1RC";-352.03
"48404";48404;1124441;"1RC";213.37
"48413";48413;1108190;"2DO";1112.44
"48414";48414;1108190;"3VI";0
"48418";48418;37867;"2DO";586.62
"48445";48445;1119503;"2DO";626.69
"48446";48446;1123505;"1RC";1301.16
"48451";48451;135564;"1RC";-281.94
"48458";48458;1023428;"3VI";705.08
"48462";48462;135564;"2DO";12.73
"48467";48467;1023377;"1RC";1128.12
"48468";48468;1023377;"2DO";1953.45
"48471";48471;1081305;"4BG";394.41
"48520";48520;1023399;"1RC";4314
"48526";48526;1081305;"1RC";67.47
"48534";48534;1059504;"2DO";0
"48555";48555;1059590;"3VI";180.48
"48560";48560;1059469;"2DO";291.15
"48571";48571;1059794;"1RC";2559.07
"48581";48581;1059482;"2DO";987.69
"48590";48590;1059355;"4BG";212.83
"48593";48593;1065658;"3VI";467.13
"48594";48594;1065658;"4BG";147.88
"48620";48620;1065658;"1RC";0
"48621";48621;1065658;"3VI";2103.39
"48624";48624;1092861;"2DO";69.29
"48625";48625;1092861;"3VI";1276.46
"48632";48632;1065692;"1RC";2652.61
"48668";48668;1065692;"1RC";1128.12
"48670";48670;1092862;"1RC";1128
"48682";48682;1092887;"4BG";315.86
"48689";48689;1156992;"4BG";196.3
"48727";48727;1177067;"1RC";83.85
"48733";48733;1149228;"4BG";340.03
"48738";48738;1092940;"4BG";224.4
"48782";48782;1094657;"1RC";1497.59
"48785";48785;1065239;"4BG";77.78
"48816";48816;1065034;"2DO";242.65
"48829";48829;1064909;"2DO";498.36
"48830";48830;1064909;"3VI";2286.74
"48888";48888;1171334;"4BG";151.06
"48891";48891;1064750;"1RC";1128
"48899";48899;1065212;"1RC";-412.21
"48935";48935;1131388;"2DO";1385.42
"48947";48947;1042603;"1RC";1128.12
"48963";48963;1125525;"1RC";65.27
"48980";48980;1042855;"4BG";111.14
"49001";49001;1128643;"1RC";1128
"49003";49003;1042989;"2DO";65.27
"49004";49004;1131388;"2DO";331.78
"49015";49015;1020045;"1RC";0
"49030";49030;1104532;"1RC";-239.27
"49033";49033;1120067;"4BG";126.15
"49049";49049;1077806;"1RC";1240.26
"49051";49051;1077806;"2DO";2154.92
"49055";49055;1120067;"1RC";-98.12
"49072";49072;37867;"3VI";291.41
"49081";49081;1094221;"1RC";2380.38
"49082";49082;1094221;"2DO";501.87
"49092";49092;1119992;"1RC";3862.14
"49093";49093;1119992;"2DO";-0.01
"49114";49114;1120115;"2DO";285.89
"49147";49147;1120098;"4BG";203.61
"49176";49176;1077657;"4BG";76.75
"49182";49182;1119994;"4BG";251.65
"49199";49199;1119994;"1RC";1128
"49200";49200;1119994;"2DO";967.35
"49216";49216;153933;"4BG";209.78
"49257";49257;1143889;"1RC";-604.96
"49267";49267;1131578;"2DO";340.04
"49271";49271;156035;"1RC";25.59
"49274";49274;1142325;"4BG";298.62
"49290";49290;1025574;"4BG";199.74
"49323";49323;1024973;"4BG";80.38
"49341";49341;1176929;"4BG";234.49
"49366";49366;1025052;"4BG";274.25
"49387";49387;1017489;"4BG";269.19
"49431";49431;1024870;"1RC";919.33
"49444";49444;1024973;"2DO";624.28
"49485";49485;1025249;"1RC";116.59
"49510";49510;1109466;"1RC";14960.97
"49512";49512;1165828;"4BG";281.36
"49523";49523;1024973;"4BG";122.36
"49562";49562;1063973;"1RC";608.95
"49569";49569;1063985;"3VI";2301.98
"49573";49573;1063520;"1RC";408.12
"49576";49576;1118113;"1RC";0
"49577";49577;1118113;"2DO";215.89
"49583";49583;101212;"1RC";1128.12
"49586";49586;1063579;"1RC";90.52
"49618";49618;1063769;"1RC";1128.12
"49619";49619;1063769;"2DO";0
"49628";49628;1063769;"1RC";-681.83
"49641";49641;1083388;"4BG";303.99
"49655";49655;1103622;"1RC";65.64
"49663";49663;1063904;"2DO";0
"49667";49667;1063989;"1RC";-244.26
"49680";49680;1083317;"1RC";-48.29
"49684";49684;1063781;"1RC";0
"49689";49689;1103622;"4BG";82.09
"49703";49703;1118187;"3VI";78
"49723";49723;1121268;"1RC";96.64
"49732";49732;1121210;"4BG";854
"49749";49749;101101;"1RC";-289.65
"49768";49768;1099225;"4BG";366.92
"49798";49798;1116706;"1RC";1128.12
"49804";49804;101264;"2DO";567.27
"49813";49813;1116733;"1RC";78.24
"49827";49827;1096799;"1RC";0
"49836";49836;1179266;"2DO";75.48
"49840";49840;1097043;"3VI";619.44
"49860";49860;1097192;"2DO";54.13
"49861";49861;1097192;"3VI";353.91
"49870";49870;111973;"4BG";344.78
"49877";49877;1068996;"3VI";0
"49907";49907;1121889;"2DO";1477.42
"49926";49926;111973;"3VI";0
"49949";49949;1118638;"1RC";1783.87
"49952";49952;1118539;"4BG";194.62
"49953";49953;1176156;"1RC";0
"49954";49954;1118629;"3VI";82.62
"49961";49961;1099025;"1RC";-198.16
"49996";49996;1111671;"1RC";1128
"50006";50006;1112689;"1RC";238.22
"50022";50022;1116379;"1RC";-636.11
"50029";50029;1019344;"2DO";229.41
"50052";50052;2207814;"4BG";105.69
"50067";50067;2199460;"3VI";1256.28
"50087";50087;2047422;"1RC";-794.77
"50140";50140;2207985;"1RC";1172
"50155";50155;2104167;"2DO";1733.86
"50171";50171;2084264;"4BG";176.27
"50175";50175;2120180;"1RC";8854.35
"50276";50276;2084390;"1RC";-674.82
"50299";50299;2142545;"1RC";738.53
"50316";50316;2104165;"1RC";-375.7
"50320";50320;2104226;"1RC";3478.84
"50321";50321;2142586;"2DO";495.35
"50341";50341;2092703;"2DO";922.29
"50348";50348;2142586;"2DO";751.54
"50349";50349;2084413;"2DO";90.01
"50350";50350;2084413;"6CL";805.15
"50360";50360;2060127;"4BG";141.22
"50399";50399;2049413;"4BG";243.34
"50494";50494;2102341;"1RC";0
"50495";50495;2102341;"2DO";0
"50526";50526;2102369;"4BG";270.31
"50548";50548;2124251;"4BG";621.42
"50556";50556;112039;"2DO";4228.95
"50603";50603;2124408;"1RC";-222.21
"50640";50640;2098269;"4BG";124.55
"50641";50641;2098232;"4BG";0
"50670";50670;2095085;"4BG";137.28
"50714";50714;2199727;"4BG";382.12
"50773";50773;2204254;"1RC";1591.18
"50823";50823;2081651;"4BG";256.89
"50846";50846;112039;"1RC";1128.12
"50849";50849;2134162;"4BG";617.72
"50857";50857;112039;"2DO";4460.57
"50871";50871;2142998;"4BG";181.48
"50887";50887;2143052;"1RC";1172
"50888";50888;2143052;"2DO";830.29
"50895";50895;2124615;"2DO";91.73
"50896";50896;2124615;"3VI";803.38
"50912";50912;168439;"2DO";146.31
"50917";50917;2111422;"1RC";1172
"50918";50918;2111422;"2DO";0
"50923";50923;2111428;"1RC";3610.5
"50925";50925;2111428;"2DO";75.99
"50927";50927;2091779;"1RC";-212.4
"50940";50940;2111479;"4BG";91.6
"50967";50967;2124549;"1RC";1181.81
"50974";50974;2149618;"2DO";1753.33
"50999";50999;2091766;"1RC";236.18
"51005";51005;2111422;"2DO";1532.17
"51022";51022;2075366;"1RC";2600
"51023";51023;168439;"3VI";825.53
"51025";51025;2136311;"1RC";-138.8
"51032";51032;2124498;"2DO";64.88
"51047";51047;2124523;"4BG";221.38
"51065";51065;2149971;"4BG";499.88
"51110";51110;2075198;"3VI";118.29
"51114";51114;2162499;"1RC";462.84
"51115";51115;2162499;"2DO";4898.04
"51124";51124;2111297;"1RC";1172
"51125";51125;2111297;"2DO";0
"51129";51129;2075406;"1RC";-431.83
"51152";51152;2136175;"1RC";0
"51153";51153;2149659;"4BG";436.07
"51158";51158;2075366;"4BG";231.75
"51160";51160;2124673;"1RC";-731.85
"51238";51238;2121364;"2DO";458
"51239";51239;2121364;"3VI";820.71
"51293";51293;2083040;"1RC";0
"51294";51294;2083040;"2DO";4676.6
"51322";51322;2199175;"1RC";0
"51324";51324;2199175;"2DO";1900.03
"51328";51328;2083279;"4BG";353.49
"51338";51338;2083147;"1RC";1172
"51358";51358;2186052;"1RC";1172
"51359";51359;2186052;"2DO";0
"51375";51375;2121315;"1RC";1655.82
"51376";51376;2103551;"1RC";1172
"51385";51385;2141321;"1RC";691.52
"51399";51399;2103511;"1RC";1172
"51400";51400;2058407;"2DO";2086.06
"51436";51436;2112621;"1RC";1172
"51437";51437;2112621;"2DO";118.46
"51456";51456;26320;"2DO";72.93
"51468";51468;26320;"3VI";590.95
"51497";51497;2134797;"1RC";-468.15
"51527";51527;2112749;"4BG";386.75
"51530";51530;2135018;"4BG";175.62
"51546";51546;2134753;"1RC";1172
"51548";51548;2112708;"3VI";484.24
"51566";51566;2134853;"1RC";1172
"51568";51568;2134853;"2DO";2991.43
"51577";51577;2155532;"1RC";-859.25
"51583";51583;2090666;"4BG";719.1
"51589";51589;2078047;"1RC";-459.81
"51609";51609;2183128;"1RC";1172
"51610";51610;2183128;"2DO";0
"51652";51652;2046802;"1RC";1172
"51653";51653;2046802;"2DO";0
"51732";51732;2187601;"1RC";4172
"51738";51738;2108897;"4BG";255.98
"51763";51763;2082920;"1RC";1172
"51764";51764;2082920;"2DO";1008.98
"51798";51798;2211764;"4BG";289.7
"51837";51837;2152651;"1RC";197.28
"51840";51840;2188519;"4BG";301.63
"51847";51847;2131890;"4BG";291.24
"51855";51855;2162400;"1RC";0
"51857";51857;92513;"1RC";564.06
"51858";51858;2152651;"4BG";177.01
"51914";51914;2094816;"1RC";1172
"51931";51931;2105898;"1RC";0
"51939";51939;2084649;"1RC";226.7
"51950";51950;2138249;"4BG";77.11
"51951";51951;2092318;"2DO";895.73
"51996";51996;2207384;"1RC";-982.82
"52003";52003;2138368;"3VI";20.59
"52017";52017;2084663;"4BG";77.11
"52055";52055;2084610;"3VI";391.32
"52081";52081;2058046;"1RC";300.61
"52092";52092;2105951;"4BG";737.39
"52093";52093;2058072;"2DO";1763.36
"52132";52132;2095022;"4BG";65.02
"52144";52144;2138257;"4BG";263.17
"52147";52147;2116944;"4BG";192.97
"52159";52159;2095022;"1RC";2750
"52160";52160;2095022;"2DO";70.01
"52161";52161;2095022;"4BG";229.8
"52236";52236;2105951;"3VI";1903.73
"52238";52238;2212399;"4BG";232.98
"52241";52241;2094995;"1RC";915.61
"52263";52263;2126915;"4BG";252.03
"52276";52276;2209165;"3VI";865.05
"52302";52302;2084552;"1RC";1172
"52335";52335;2160805;"4BG";391.64
"52339";52339;2161033;"4BG";244.95
"52343";52343;2160915;"4BG";318.15
"52363";52363;2110613;"3VI";542.3
"52364";52364;2110613;"4BG";435.45
"52365";52365;2110602;"3VI";1484.69
"52374";52374;2081869;"3VI";3332.73
"52389";52389;73602;"4BG";132.67
"52401";52401;2110648;"1RC";1172
"52402";52402;2110648;"2DO";2895.82
"52436";52436;2139200;"2DO";979.43
"52437";52437;2081841;"2DO";0
"52445";52445;2139351;"1RC";2672
"52446";52446;2139351;"2DO";4079.84
"52456";52456;2110540;"1RC";195.7
"52457";52457;2110540;"2DO";182.85
"52462";52462;2205720;"1RC";1172
"52463";52463;2205720;"2DO";963.79
"52470";52470;2082176;"3VI";533.92
"52501";52501;2139371;"1RC";-703.54
"52505";52505;2139504;"1RC";2257.57
"52506";52506;2139504;"2DO";17780
"52514";52514;2085028;"4BG";1521.69
"52546";52546;2204380;"4BG";213.09
"52548";52548;2085036;"1RC";1172
"52560";52560;2084939;"1RC";1172
"52566";52566;73358;"2DO";59.12
"52578";52578;73358;"3VI";1087.99
"52598";52598;2111885;"2DO";299.53
"52599";52599;2111885;"3VI";0
"52636";52636;2064304;"1RC";-957.19
"52646";52646;2047433;"3VI";757.68
"52647";52647;2177334;"4BG";268.57
"52664";52664;2111932;"1RC";-1933.67
"52677";52677;73692;"1RC";1128.12
"52680";52680;2047433;"1RC";-336.43
"52693";52693;2120916;"4BG";178.86
"52707";52707;2047779;"2DO";75.56
"52708";52708;2111876;"4BG";191.12
"52710";52710;2121153;"4BG";254.99
"52719";52719;2183409;"1RC";0
"52737";52737;2110410;"4BG";203.98
"52742";52742;2110424;"3VI";746.97
"52753";52753;2192770;"4BG";339.11
"52770";52770;2107257;"1RC";-9.51
"52776";52776;2125519;"1RC";1582.05
"52799";52799;63239;"3VI";614.92
"52813";52813;2193084;"1RC";399.76
"52834";52834;2066384;"2DO";182.69
"52835";52835;2125540;"4BG";286.67
"52841";52841;2074999;"4BG";0
"52858";52858;2116328;"1RC";2860.12
"52862";52862;2101855;"3VI";1114.28
"52897";52897;2130184;"1RC";76
"52919";52919;2075018;"1RC";1172
"52920";52920;2075018;"2DO";888.13
"52954";52954;2101778;"1RC";1172
"52980";52980;2091050;"4BG";170.71
"52990";52990;2101852;"1RC";0
"52995";52995;2143308;"3VI";185.44
"53001";53001;2130108;"4BG";194.53
"53012";53012;2143325;"4BG";112.59
"53024";53024;2169570;"1RC";1172
"53025";53025;2169570;"2DO";0
"53026";53026;2158059;"1RC";693.92
"53074";53074;2143325;"2DO";0
"53078";53078;73644;"1RC";1128.12
"53089";53089;73644;"1RC";1597.67
"53093";53093;2091168;"4BG";263.14
"53152";53152;2143348;"4BG";110.28
"53188";53188;2076532;"1RC";258.62
"53190";53190;2076532;"2DO";0
"53221";53221;2076621;"3VI";2936.2
"53255";53255;2076547;"4BG";0
"53295";53295;2189063;"1RC";1172
"53296";53296;2189063;"2DO";287.94
"53340";53340;2180256;"4BG";332.01
"53371";53371;2065823;"1RC";-823.61
"53433";53433;98717;"1RC";18.23
"53438";53438;2122459;"4BG";408.4
"53451";53451;2101037;"4BG";0
"53452";53452;2101227;"4BG";115.02
"53456";53456;2101037;"4BG";583.11
"53469";53469;2101179;"4BG";221.49
"53471";53471;2101195;"1RC";1172
"53476";53476;2153357;"4BG";364.89
"53489";53489;79346;"4BG";383.09
"53502";53502;2180114;"1RC";-739.24
"53541";53541;2196029;"1RC";547.31
"53542";53542;2198190;"4BG";293.64
"53545";53545;2091340;"1RC";1172
"53546";53546;2091340;"2DO";242.37
"53553";53553;2057918;"1RC";64.97
"53571";53571;2198190;"2DO";3360.39
"53621";53621;62907;"4BG";248.27
"53624";53624;2113499;"4BG";98.35
"53640";53640;2104315;"2DO";4931.53
"53642";53642;2074350;"1RC";-808.84
"53648";53648;2106481;"1RC";1350.27
"53658";53658;2104315;"4BG";260.72
"53686";53686;64694;"1RC";-562.03
"53688";53688;2064708;"2DO";0
"53689";53689;2064708;"3VI";447.73
"53690";53690;2064708;"4BG";0
"53703";53703;2206087;"4BG";246.36
"53712";53712;2062862;"2DO";232.07
"53752";53752;2099805;"4BG";158.18
"53754";53754;2090215;"1RC";1313.14
"53763";53763;2049159;"2DO";3446.39
"53778";53778;2090215;"4BG";444.21
"53793";53793;2123670;"1RC";1172
"53794";53794;2123670;"2DO";0
"53797";53797;64694;"2DO";-1128.12
"53818";53818;2099765;"4BG";671.78
"53820";53820;88064;"2DO";452.54
"53829";53829;2090324;"1RC";1172
"53830";53830;2090324;"2DO";0
"53850";53850;2090232;"4BG";492.15
"53851";53851;2123697;"4BG";68.41
"53886";53886;98717;"1RC";1128.12
"53888";53888;2091993;"1RC";-470.46
"53897";53897;98717;"2DO";0
"53904";53904;2091988;"4BG";373.31
"53908";53908;43729;"1RC";1128.12
"53918";53918;2192802;"1RC";1172
"53919";53919;2192802;"2DO";0
"53940";53940;2087397;"1RC";-1172
"53941";53941;2087397;"2DO";2886.62
"53972";53972;2051383;"3VI";698.42
"53973";53973;2051383;"1RC";-714.05
"54009";54009;2051208;"3VI";150.92
"54010";54010;2051208;"4BG";12.36
"54018";54018;2051208;"1RC";96.05
"54020";54020;43729;"2DO";0
"54029";54029;2047728;"1RC";-236.98
"54033";54033;2051208;"1RC";63.76
"54042";54042;2177002;"4BG";101.07
"54055";54055;2057818;"4BG";127.78
"54061";54061;2057792;"1RC";1172
"54065";54065;62583;"1RC";1128.12
"54068";54068;2126099;"2DO";348.96
"54069";54069;2057751;"1RC";-683.53
"54144";54144;2196341;"1RC";-602.41
"54194";54194;2136965;"1RC";76.01
"54195";54195;2136965;"2DO";128.06
"54207";54207;2181107;"2DO";1368.47
"54213";54213;2137079;"4BG";246.01
"54214";54214;2181039;"4BG";403.06
"54261";54261;2210359;"1RC";1172
"54310";54310;2114405;"4BG";70.63
"54315";54315;2072194;"1RC";1172
"54316";54316;2072194;"2DO";0
"54333";54333;2072424;"4BG";151.16
"54359";54359;2210359;"1RC";1172
"54364";54364;2137073;"4BG";501.21
"54389";54389;2121588;"4BG";383.25
"54393";54393;2210359;"3VI";38.14
"54394";54394;2210359;"4BG";102.63
"54408";54408;2121511;"2DO";5385.16
"54411";54411;2179232;"3VI";170.16
"54414";54414;2136965;"1RC";-1172
"54452";54452;2210219;"4BG";87.12
"54458";54458;2136953;"4BG";157.35
"54461";54461;2072424;"1RC";-483.37
"54480";54480;2070324;"4BG";144.25
"54481";54481;2131679;"1RC";0
"54482";54482;2131679;"2DO";1183.66
"54487";54487;110059;"4BG";65.94
"54521";54521;2047995;"1RC";-154.51
"54530";54530;2070053;"3VI";399.01
"54532";54532;2070053;"4BG";149.76
"54550";54550;2070283;"3VI";23.6
"54609";54609;98456;"4BG";128.23
"54624";54624;2189070;"4BG";77.11
"54661";54661;2049795;"1RC";1172
"54662";54662;2049795;"2DO";1173.95
"54697";54697;2156647;"1RC";0
"54699";54699;2156647;"2DO";4837.15
"54710";54710;2069898;"1RC";159.43
"54715";54715;2180160;"1RC";1172
"54762";54762;2176836;"1RC";1172
"54780";54780;2156647;"2DO";9126.46
"54787";54787;2164916;"4BG";243.22
"54800";54800;2097600;"4BG";321.51
"54801";54801;2131403;"1RC";-509.96
"54802";54802;2131403;"2DO";76.01
"54833";54833;2110890;"4BG";297.52
"54860";54860;2097600;"1RC";1172
"54861";54861;2097600;"2DO";0
"54887";54887;2120554;"3VI";196.63
"54888";54888;2120554;"4BG";153.83
"54889";54889;2131498;"1RC";1172
"54890";54890;2131498;"2DO";0
"54906";54906;2056315;"4BG";212.48
"54907";54907;2153881;"2DO";266.51
"54947";54947;2120554;"4BG";60.8
"54949";54949;2056419;"4BG";241.78
"55020";55020;98701;"1RC";-0.11
"55080";55080;2161691;"4BG";303.77
"55086";55086;79063;"1RC";1287.45
"55093";55093;2120449;"1RC";586
"55094";55094;2120449;"2DO";0
"55105";55105;2179970;"2DO";319.1
"55106";55106;2179970;"4BG";60.85
"55124";55124;2056080;"2DO";1764.55
"55136";55136;2179970;"4BG";60.95
"55141";55141;2097657;"4BG";261.58
"55144";55144;2153814;"1RC";845.3
"55145";55145;2153814;"2DO";796.3
"55146";55146;2153963;"4BG";0
"55156";55156;2168534;"2DO";0
"55157";55157;2168534;"3VI";10058.64
"55179";55179;2153908;"2DO";232.51
"55190";55190;2197051;"1RC";-668.99
"55193";55193;2131481;"4BG";0
"55217";55217;2115651;"1RC";-311.7
"55261";55261;2051935;"4BG";81.33
"55285";55285;2051733;"3VI";553.51
"55302";55302;2178554;"4BG";454.61
"55333";55333;2111272;"1RC";1172
"55344";55344;2197414;"4BG";116.41
"55345";55345;2051740;"2DO";9476.18
"55373";55373;2086883;"1RC";-157.97
"55413";55413;2086931;"1RC";1124.71
"55445";55445;2050294;"2DO";2140.94
"55471";55471;2063490;"1RC";-859.9
"55473";55473;2063490;"2DO";2681.83
"55492";55492;2063620;"1RC";1172
"55497";55497;2063279;"1RC";-855.64
"55520";55520;2063610;"1RC";4320.44
"55529";55529;2063977;"1RC";-902.83
"55554";55554;2123140;"1RC";1172
"55555";55555;2123140;"4BG";131.07
"55570";55570;87970;"1RC";-17.74
"55600";55600;2085832;"1RC";1172
"55608";55608;2210602;"1RC";2058.18
"55609";55609;2210602;"2DO";5440.51
"55638";55638;2054306;"4BG";231.2
"55653";55653;2156897;"4BG";44.79
"55662";55662;2085716;"1RC";1172
"55663";55663;2085716;"2DO";0
"55667";55667;2054297;"4BG";387.04
"55674";55674;2123084;"2DO";911.29
"55691";55691;2048888;"2DO";2110.67
"55720";55720;2085716;"4BG";186.61
"55722";55722;2129756;"1RC";1172
"55725";55725;2211153;"1RC";1229.34
"55742";55742;2211572;"2DO";-1477.46
"55754";55754;2129769;"1RC";-1064.47
"55755";55755;2129769;"2DO";0
"55778";55778;2129715;"4BG";395.53
"55798";55798;2099531;"1RC";6131.88
"55812";55812;2129911;"1RC";0
"55820";55820;2105463;"3VI";8516.96
"55829";55829;2117233;"4BG";360.93
"55841";55841;2082330;"4BG";246.99
"55889";55889;2059900;"1RC";-807.37
"55899";55899;2065635;"1RC";-746.68
"55919";55919;2082434;"1RC";1172
"55920";55920;2082434;"2DO";0
"55924";55924;2117099;"1RC";-789.94
"55943";55943;2065106;"2DO";4035
"55948";55948;165836;"1RC";2540.27
"55957";55957;2074650;"2DO";923.29
"55959";55959;165836;"2DO";0
"55960";55960;2117280;"1RC";12004.23
"55961";55961;2117280;"2DO";9196.37
"55982";55982;2117148;"4BG";226.76
"55984";55984;2059900;"2DO";2054.01
"55992";55992;160986;"1RC";1128.12
"56003";56003;160986;"2DO";1506.04
"56008";56008;2086362;"1RC";2885.07
"56048";56048;165836;"1RC";-146.27
"56059";56059;165836;"2DO";5479.9
"56067";56067;2159343;"1RC";1948.22
"56068";56068;2159343;"2DO";1060.06
"56073";56073;2074504;"1RC";1257.1
"56074";56074;2074504;"2DO";616.72
"56088";56088;2074371;"3VI";599.56
"56109";56109;2117092;"1RC";2854.21
"56135";56135;2078110;"3VI";987.9
"56143";56143;2078475;"1RC";1563.77
"56156";56156;2102545;"1RC";169.47
"56171";56171;2102594;"1RC";1172
"56172";56172;2102594;"2DO";8869.71
"56195";56195;2102527;"1RC";131.75
"56199";56199;2156039;"4BG";460.87
"56209";56209;2102545;"1RC";98.32
"56226";56226;2078110;"3VI";767.33
"56239";56239;35125;"1RC";2723.29
"56246";56246;2078142;"2DO";1293.35
"56248";56248;2078450;"4BG";0
"56250";56250;76215;"4BG";530.18
"56262";56262;2078281;"1RC";1172
"56283";56283;35034;"4BG";207.3
"56295";56295;2211172;"1RC";1172
"56296";56296;2203844;"1RC";70
"56348";56348;2203739;"4BG";439.91
"56355";56355;2111548;"2DO";0
"56356";56356;2203844;"1RC";527.3
"56382";56382;2176592;"1RC";0
"56384";56384;2176592;"2DO";451.69
"56393";56393;2207987;"1RC";76.01
"56420";56420;2183551;"1RC";1172
"56421";56421;2183551;"2DO";0
"56485";56485;2109280;"1RC";1172
"56511";56511;2049584;"2DO";1125.86
"56542";56542;2196508;"2DO";0
"56575";56575;2124782;"4BG";257.36
"56587";56587;2207987;"4BG";463.01
"56591";56591;2150485;"1RC";1172
"56621";56621;2150527;"1RC";1135.84
"56624";56624;2207516;"2DO";5215.25
"56627";56627;35034;"1RC";0
"56628";56628;2176568;"4BG";77.11
"56638";56638;35034;"2DO";3441.79
"56669";56669;2124931;"1RC";1172
"56670";56670;2124931;"4BG";298.75
"56673";56673;2096747;"4BG";593.01
"56693";56693;2116101;"4BG";262.34
"56739";56739;2116011;"1RC";-196.28
"56762";56762;2135072;"4BG";725.59
"56766";56766;2193563;"1RC";1172
"56767";56767;2193563;"2DO";1183
"56782";56782;76360;"1RC";745.82
"56787";56787;2116174;"1RC";1172
"56788";56788;2116174;"2DO";1778.5
"56800";56800;2200843;"4BG";152.54
"56814";56814;2116037;"4BG";94.01
"56827";56827;165930;"1RC";-501.29
"56845";56845;2116311;"4BG";340.3
"56864";56864;2135100;"4BG";308.95
"56871";56871;76188;"1RC";700.67
"56872";56872;2116049;"4BG";105.86
"56884";56884;2116197;"2DO";1117
"56893";56893;75858;"2DO";0
"56898";56898;2116049;"2DO";31
"56899";56899;2116049;"3VI";475.86
"56926";56926;2089976;"4BG";336.4
"56931";56931;2071458;"4BG";190.06
"56956";56956;2116197;"2DO";658.69
"56957";56957;2116197;"3VI";388
"56958";56958;2116197;"4BG";77.89
"56993";56993;101645;"4BG";646.36
"56997";56997;2064664;"4BG";576.4
"56998";56998;2106453;"1RC";3172
"57007";57007;2064692;"1RC";-669.72
"57016";57016;35091;"1RC";-116.65
"57022";57022;2064546;"4BG";340.49
"57025";57025;2106441;"1RC";71.1
"57041";57041;2106453;"1RC";0
"57063";57063;2196172;"1RC";0
"57077";57077;2080160;"3VI";1148.95
"57092";57092;2101322;"4BG";125.4
"57094";57094;2080475;"4BG";362.27
"57108";57108;2080348;"4BG";89.53
"57138";57138;165930;"1RC";25471.5
"57146";57146;2080204;"1RC";2282
"57147";57147;2080204;"2DO";1165.37
"57149";57149;165930;"2DO";22233.65
"57164";57164;2080302;"4BG";62.71
"57173";57173;2080334;"1RC";186.27
"57174";57174;2080334;"2DO";0
"57184";57184;2151760;"1RC";1351.62
"57185";57185;2151760;"2DO";625
"57193";57193;167800;"1RC";65.64
"57196";57196;2098770;"4BG";569.54
"57213";57213;2119257;"1RC";1172
"57214";57214;2119257;"2DO";2597.95
"57222";57222;2177091;"1RC";730.26
"57234";57234;2112149;"4BG";159.53
"57237";57237;23891;"1RC";803.14
"57252";57252;2185836;"4BG";419.94
"57255";57255;2048731;"1RC";4367.81
"57283";57283;2112156;"2DO";1475.2
"57287";57287;2184553;"1RC";-1060.99
"57288";57288;2184553;"2DO";0
"57291";57291;2184068;"4BG";166.27
"57292";57292;2051988;"1RC";1172
"57324";57324;2119381;"1RC";1172
"57325";57325;2119381;"2DO";0
"57326";57326;163275;"1RC";-205.01
"57332";57332;2184068;"1RC";87.6
"57337";57337;163275;"2DO";274.41
"57339";57339;2205633;"4BG";72.48
"57340";57340;2179637;"1RC";0
"57358";57358;2191110;"2DO";600.79
"57457";57457;2062020;"4BG";63.82
"57458";57458;2061980;"1RC";1172
"57490";57490;2112349;"2DO";1838.16
"57491";57491;2112349;"3VI";0
"57494";57494;35131;"3VI";528.13
"57541";57541;2112349;"4BG";421.5
"57543";57543;2112372;"3VI";2141
"57547";57547;2118519;"1RC";106.48
"57556";57556;2118519;"4BG";426.19
"57579";57579;2118682;"1RC";1172
"57580";57580;2118682;"2DO";0
"57581";57581;2062001;"1RC";1172
"57640";57640;2139678;"4BG";69.12
"57669";57669;2122759;"4BG";214.87
"57689";57689;2209187;"2DO";310.22
"57691";57691;2092876;"1RC";433.54
"57702";57702;2054970;"4BG";238.49
"57714";57714;2054970;"1RC";1172
"57716";57716;101649;"1RC";1128.12
"57727";57727;101649;"2DO";0
"57728";57728;2122883;"1RC";1990.16
"57750";57750;2122670;"2DO";723.97
"57751";57751;2147998;"1RC";1172
"57764";57764;2197139;"1RC";1289.46
"57765";57765;2197139;"2DO";0
"57788";57788;2210570;"4BG";240.9
